,明细_所属分类,填表人,图片,流水号,文件,审批状态,数据日期,明细_项目,oid,取数日期,TemplateCodeId,明细_数量,明细_所属项目,明细_备注,完成时间,班次,标题,申请日期,TemplateId,明细_计量单位
10149,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250904-002,,结束,2025-09-04 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,16.0,瓜尔胶,,2025-09-04 17:41:50,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-04 12:22:09,685a45b4a5a5c200013a736b,KG
10150,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250904-002,,结束,2025-09-04 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-04 17:41:50,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-04 12:22:09,685a45b4a5a5c200013a736b,KG
10151,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250904-002,,结束,2025-09-04 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,2000.0,硫酸亚铁,,2025-09-04 17:41:50,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-04 12:22:09,685a45b4a5a5c200013a736b,KG
10152,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250904-002,,结束,2025-09-04 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,2025-09-04 17:41:50,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-04 12:22:09,685a45b4a5a5c200013a736b,KG
10153,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250904-002,,结束,2025-09-04 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-04 17:41:50,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-04 12:22:09,685a45b4a5a5c200013a736b,KG
10154,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250904-002,,结束,2025-09-04 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,2025-09-04 17:41:50,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-04 12:22:09,685a45b4a5a5c200013a736b,升
10155,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250904-002,,结束,2025-09-04 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,28.6,萃取硫酸,,2025-09-04 17:41:50,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-04 12:22:09,685a45b4a5a5c200013a736b,吨
10156,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250904-002,,结束,2025-09-04 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-09-04 17:41:50,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-04 12:22:09,685a45b4a5a5c200013a736b,吨
10157,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250904-002,,结束,2025-09-04 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-09-04 17:41:50,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-04 12:22:09,685a45b4a5a5c200013a736b,吨
10158,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250904-002,,结束,2025-09-04 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-04 17:41:50,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-04 12:22:09,685a45b4a5a5c200013a736b,槽
10159,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250904-002,,结束,2025-09-04 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-04 17:41:50,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-04 12:22:09,685a45b4a5a5c200013a736b,槽
10160,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250904-002,,结束,2025-09-04 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,12307.0,暂无分类,,2025-09-04 17:41:50,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-04 12:22:09,685a45b4a5a5c200013a736b,立方米
10161,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250905-001,,结束,2025-09-04 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb1449,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,16.0,瓜尔胶,,2025-09-05 00:48:04,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 00:37:59,685a45b4a5a5c200013a736b,KG
10162,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250905-001,,结束,2025-09-04 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb1449,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-05 00:48:04,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 00:37:59,685a45b4a5a5c200013a736b,KG
10163,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250905-001,,结束,2025-09-04 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb1449,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,2025-09-05 00:48:04,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 00:37:59,685a45b4a5a5c200013a736b,KG
10164,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250905-001,,结束,2025-09-04 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb1449,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,2025-09-05 00:48:04,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 00:37:59,685a45b4a5a5c200013a736b,KG
10165,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250905-001,,结束,2025-09-04 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb1449,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-05 00:48:04,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 00:37:59,685a45b4a5a5c200013a736b,KG
10166,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250905-001,,结束,2025-09-04 06:00:00,7期煤油消耗,664aef5ce4b014e238bb1449,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,2025-09-05 00:48:04,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 00:37:59,685a45b4a5a5c200013a736b,升
10167,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250905-001,,结束,2025-09-04 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb1449,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,38.67,萃取硫酸,,2025-09-05 00:48:04,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 00:37:59,685a45b4a5a5c200013a736b,吨
10168,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250905-001,,结束,2025-09-04 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb1449,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,147.706,产量,,2025-09-05 00:48:04,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 00:37:59,685a45b4a5a5c200013a736b,吨
10169,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250905-001,,结束,2025-09-04 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb1449,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,25.0,暂无分类,,2025-09-05 00:48:04,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 00:37:59,685a45b4a5a5c200013a736b,槽
10170,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250905-001,,结束,2025-09-04 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb1449,2025-09-04,eaff4b821df645d4a1bbd0ce826be9fb,12064.0,暂无分类,,2025-09-05 00:48:04,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 00:37:59,685a45b4a5a5c200013a736b,立方米
10171,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250905-002,,结束,2025-09-05 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,16.0,瓜尔胶,,2025-09-05 12:41:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 12:20:58,685a45b4a5a5c200013a736b,KG
10172,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250905-002,,结束,2025-09-05 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-05 12:41:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 12:20:58,685a45b4a5a5c200013a736b,KG
10173,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250905-002,,结束,2025-09-05 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,2025-09-05 12:41:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 12:20:58,685a45b4a5a5c200013a736b,KG
10174,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250905-002,,结束,2025-09-05 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,2025-09-05 12:41:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 12:20:58,685a45b4a5a5c200013a736b,KG
10175,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250905-002,,结束,2025-09-05 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-05 12:41:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 12:20:58,685a45b4a5a5c200013a736b,KG
10176,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250905-002,,结束,2025-09-05 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,2025-09-05 12:41:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 12:20:58,685a45b4a5a5c200013a736b,升
10177,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250905-002,,结束,2025-09-05 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,26.27,萃取硫酸,,2025-09-05 12:41:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 12:20:58,685a45b4a5a5c200013a736b,吨
10178,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250905-002,,结束,2025-09-05 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-09-05 12:41:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 12:20:58,685a45b4a5a5c200013a736b,吨
10179,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250905-002,,结束,2025-09-05 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-09-05 12:41:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 12:20:58,685a45b4a5a5c200013a736b,吨
10180,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250905-002,,结束,2025-09-05 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-05 12:41:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 12:20:58,685a45b4a5a5c200013a736b,槽
10181,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250905-002,,结束,2025-09-05 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-05 12:41:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 12:20:58,685a45b4a5a5c200013a736b,槽
10182,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250905-002,,结束,2025-09-05 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,11653.0,暂无分类,,2025-09-05 12:41:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-05 12:20:58,685a45b4a5a5c200013a736b,立方米
10183,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250906-001,,结束,2025-09-05 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb1449,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,16.0,瓜尔胶,,2025-09-07 00:32:22,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-06 00:23:19,685a45b4a5a5c200013a736b,KG
10184,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250906-001,,结束,2025-09-05 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb1449,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-07 00:32:22,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-06 00:23:19,685a45b4a5a5c200013a736b,KG
10185,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250906-001,,结束,2025-09-05 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb1449,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,2025-09-07 00:32:22,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-06 00:23:19,685a45b4a5a5c200013a736b,KG
10186,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250906-001,,结束,2025-09-05 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb1449,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,2025-09-07 00:32:22,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-06 00:23:19,685a45b4a5a5c200013a736b,KG
10187,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250906-001,,结束,2025-09-05 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb1449,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-07 00:32:22,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-06 00:23:19,685a45b4a5a5c200013a736b,KG
10188,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250906-001,,结束,2025-09-05 06:00:00,7期煤油消耗,664aef5ce4b014e238bb1449,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,2025-09-07 00:32:22,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-06 00:23:19,685a45b4a5a5c200013a736b,升
10189,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250906-001,,结束,2025-09-05 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb1449,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,32.26,萃取硫酸,,2025-09-07 00:32:22,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-06 00:23:19,685a45b4a5a5c200013a736b,吨
10190,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250906-001,,结束,2025-09-05 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb1449,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,157.762,产量,,2025-09-07 00:32:22,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-06 00:23:19,685a45b4a5a5c200013a736b,吨
10191,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250906-001,,结束,2025-09-05 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb1449,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,27.0,暂无分类,,2025-09-07 00:32:22,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-06 00:23:19,685a45b4a5a5c200013a736b,槽
10192,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250906-001,,结束,2025-09-05 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb1449,2025-09-05,eaff4b821df645d4a1bbd0ce826be9fb,12009.0,暂无分类,,2025-09-07 00:32:22,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-06 00:23:19,685a45b4a5a5c200013a736b,立方米
10193,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250907-001,,结束,2025-09-06 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb1449,2025-09-06,eaff4b821df645d4a1bbd0ce826be9fb,16.0,瓜尔胶,,2025-09-07 00:32:03,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 00:20:16,685a45b4a5a5c200013a736b,KG
10194,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250907-001,,结束,2025-09-06 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb1449,2025-09-06,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-07 00:32:03,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 00:20:16,685a45b4a5a5c200013a736b,KG
10195,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250907-001,,结束,2025-09-06 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb1449,2025-09-06,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,2025-09-07 00:32:03,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 00:20:16,685a45b4a5a5c200013a736b,KG
10196,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250907-001,,结束,2025-09-06 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb1449,2025-09-06,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,2025-09-07 00:32:03,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 00:20:16,685a45b4a5a5c200013a736b,KG
10197,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250907-001,,结束,2025-09-06 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb1449,2025-09-06,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-07 00:32:03,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 00:20:16,685a45b4a5a5c200013a736b,KG
10198,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250907-001,,结束,2025-09-06 06:00:00,7期煤油消耗,664aef5ce4b014e238bb1449,2025-09-06,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,2025-09-07 00:32:03,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 00:20:16,685a45b4a5a5c200013a736b,升
10199,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250907-001,,结束,2025-09-06 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb1449,2025-09-06,eaff4b821df645d4a1bbd0ce826be9fb,28.59,萃取硫酸,,2025-09-07 00:32:03,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 00:20:16,685a45b4a5a5c200013a736b,吨
10200,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250907-001,,结束,2025-09-06 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb1449,2025-09-06,eaff4b821df645d4a1bbd0ce826be9fb,161.419,产量,,2025-09-07 00:32:03,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 00:20:16,685a45b4a5a5c200013a736b,吨
10201,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250907-001,,结束,2025-09-06 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb1449,2025-09-06,eaff4b821df645d4a1bbd0ce826be9fb,27.0,暂无分类,,2025-09-07 00:32:03,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 00:20:16,685a45b4a5a5c200013a736b,槽
10202,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250907-001,,结束,2025-09-06 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb1449,2025-09-06,eaff4b821df645d4a1bbd0ce826be9fb,12104.0,暂无分类,,2025-09-07 00:32:03,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 00:20:16,685a45b4a5a5c200013a736b,立方米
10203,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250907-002,,结束,2025-09-07 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,16.0,瓜尔胶,,2025-09-07 21:20:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 12:29:23,685a45b4a5a5c200013a736b,KG
10204,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250907-002,,结束,2025-09-07 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-07 21:20:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 12:29:23,685a45b4a5a5c200013a736b,KG
10205,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250907-002,,结束,2025-09-07 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,2025-09-07 21:20:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 12:29:23,685a45b4a5a5c200013a736b,KG
10206,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250907-002,,结束,2025-09-07 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,2025-09-07 21:20:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 12:29:23,685a45b4a5a5c200013a736b,KG
10207,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250907-002,,结束,2025-09-07 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-07 21:20:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 12:29:23,685a45b4a5a5c200013a736b,KG
10208,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250907-002,,结束,2025-09-07 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,2025-09-07 21:20:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 12:29:23,685a45b4a5a5c200013a736b,升
10209,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250907-002,,结束,2025-09-07 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,35.0,萃取硫酸,,2025-09-07 21:20:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 12:29:23,685a45b4a5a5c200013a736b,吨
10210,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250907-002,,结束,2025-09-07 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-09-07 21:20:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 12:29:23,685a45b4a5a5c200013a736b,吨
10211,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250907-002,,结束,2025-09-07 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-09-07 21:20:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 12:29:23,685a45b4a5a5c200013a736b,吨
10212,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250907-002,,结束,2025-09-07 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-07 21:20:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 12:29:23,685a45b4a5a5c200013a736b,槽
10213,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250907-002,,结束,2025-09-07 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-07 21:20:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 12:29:23,685a45b4a5a5c200013a736b,槽
10214,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250907-002,,结束,2025-09-07 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,11719.0,暂无分类,,2025-09-07 21:20:32,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-07 12:29:23,685a45b4a5a5c200013a736b,立方米
10215,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250908-001,,结束,2025-09-07 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb1449,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,16.0,瓜尔胶,,2025-09-08 00:39:00,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-08 00:27:33,685a45b4a5a5c200013a736b,KG
10216,直接材料,柳新,,KPKYT（DJCQ2）CJSCRBB-20250908-001,,结束,2025-09-07 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb1449,2025-09-07,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-09-08 00:39:00,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-09-08 00:27:33,685a45b4a5a5c200013a736b,KG
